identifier,template_id,manipulation,split,template_split,entity_split,agent,recipient,event,changed_field,base,paraphrase,counterfactual,base_paraphrase_unigram_jaccard,base_paraphrase_unigram_multiset_f1,base_paraphrase_bigram_jaccard,base_paraphrase_edit_similarity,base_paraphrase_structural_edit_similarity,base_paraphrase_token_count,base_paraphrase_length_difference,base_counterfactual_unigram_jaccard,base_counterfactual_unigram_multiset_f1,base_counterfactual_bigram_jaccard,base_counterfactual_edit_similarity,base_counterfactual_structural_edit_similarity,base_counterfactual_token_count,base_counterfactual_length_difference,absolute_unigram_jaccard_gap,absolute_unigram_multiset_f1_gap,absolute_bigram_jaccard_gap,absolute_edit_similarity_gap,absolute_structural_edit_similarity_gap,absolute_length_difference_gap,match_score
agent_recipient_style_2_016,agent_recipient_style_2,agent_recipient,test_both,test,test,Rosa,Owen,give,agent_recipient,Rosa gave Owen the map when he was locked out.,"When Owen was locked out, Rosa gave him the map.","When Rosa was locked out, Owen gave her the map.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_017,agent_recipient_style_2,agent_recipient,test_both,test,test,Theo,Rosa,give,agent_recipient,Theo gave Rosa the torch when she was locked out.,"When Rosa was locked out, Theo gave her the torch.","When Theo was locked out, Rosa gave him the torch.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_018,agent_recipient_style_2,agent_recipient,test_both,test,test,Uma,Theo,give,agent_recipient,Uma gave Theo the package when he was locked out.,"When Theo was locked out, Uma gave him the package.","When Uma was locked out, Theo gave her the package.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
agent_recipient_style_2_019,agent_recipient_style_2,agent_recipient,test_both,test,test,Victor,Uma,give,agent_recipient,Victor gave Uma the note when she was locked out.,"When Uma was locked out, Victor gave her the note.","When Victor was locked out, Uma gave him the note.",0.8181818181818182,0.9,0.2857142857142857,0.0,0.09999999999999998,10.0,0.0,0.8181818181818182,0.9,0.2,0.0,0.09999999999999998,10.0,0.0,0.0,0.0,0.08571428571428569,0.0,0.0,0.0,0.08571428571428569
cause_style_0_000,cause_style_0,cause,dev,dev,dev,Ava,Farid,call,cause_participant,Ava called Farid because he was worried.,"Because Farid was worried, Ava called him.","Because Ava was worried, she called Farid.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_001,cause_style_0,cause,dev,dev,dev,Ben,Grace,call,cause_participant,Ben called Grace because she was worried.,"Because Grace was worried, Ben called her.","Because Ben was worried, he called Grace.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_002,cause_style_0,cause,dev,dev,dev,Clara,Hugo,call,cause_participant,Clara called Hugo because he was worried.,"Because Hugo was worried, Clara called him.","Because Clara was worried, she called Hugo.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_003,cause_style_0,cause,dev,dev,dev,Diego,Inez,call,cause_participant,Diego called Inez because she was worried.,"Because Inez was worried, Diego called her.","Because Diego was worried, he called Inez.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_004,cause_style_0,cause,dev,dev,dev,Elena,Jonah,call,cause_participant,Elena called Jonah because he was worried.,"Because Jonah was worried, Elena called him.","Because Elena was worried, she called Jonah.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_005,cause_style_0,cause,dev,dev,dev,Farid,Keira,call,cause_participant,Farid called Keira because she was worried.,"Because Keira was worried, Farid called her.","Because Farid was worried, he called Keira.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_006,cause_style_0,cause,dev,dev,dev,Grace,Liam,call,cause_participant,Grace called Liam because he was worried.,"Because Liam was worried, Grace called him.","Because Grace was worried, she called Liam.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_007,cause_style_0,cause,dev,dev,dev,Hugo,Maya,call,cause_participant,Hugo called Maya because she was worried.,"Because Maya was worried, Hugo called her.","Because Hugo was worried, he called Maya.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_008,cause_style_0,cause,dev,dev,dev,Inez,Noah,call,cause_participant,Inez called Noah because he was worried.,"Because Noah was worried, Inez called him.","Because Inez was worried, she called Noah.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_009,cause_style_0,cause,dev,dev,dev,Jonah,Ava,call,cause_participant,Jonah called Ava because she was worried.,"Because Ava was worried, Jonah called her.","Because Jonah was worried, he called Ava.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_010,cause_style_0,cause,dev,dev,dev,Keira,Ben,call,cause_participant,Keira called Ben because he was worried.,"Because Ben was worried, Keira called him.","Because Keira was worried, she called Ben.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_011,cause_style_0,cause,dev,dev,dev,Liam,Clara,call,cause_participant,Liam called Clara because she was worried.,"Because Clara was worried, Liam called her.","Because Liam was worried, he called Clara.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_012,cause_style_0,cause,dev,dev,dev,Maya,Diego,call,cause_participant,Maya called Diego because he was worried.,"Because Diego was worried, Maya called him.","Because Maya was worried, she called Diego.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_013,cause_style_0,cause,dev,dev,dev,Noah,Elena,call,cause_participant,Noah called Elena because she was worried.,"Because Elena was worried, Noah called her.","Because Noah was worried, he called Elena.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_014,cause_style_0,cause,test_entity,dev,test,Priya,Victor,call,cause_participant,Priya called Victor because he was worried.,"Because Victor was worried, Priya called him.","Because Priya was worried, she called Victor.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_015,cause_style_0,cause,test_entity,dev,test,Owen,Priya,call,cause_participant,Owen called Priya because she was worried.,"Because Priya was worried, Owen called her.","Because Owen was worried, he called Priya.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_016,cause_style_0,cause,test_entity,dev,test,Rosa,Owen,call,cause_participant,Rosa called Owen because he was worried.,"Because Owen was worried, Rosa called him.","Because Rosa was worried, she called Owen.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_017,cause_style_0,cause,test_entity,dev,test,Theo,Rosa,call,cause_participant,Theo called Rosa because she was worried.,"Because Rosa was worried, Theo called her.","Because Theo was worried, he called Rosa.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_018,cause_style_0,cause,test_entity,dev,test,Uma,Theo,call,cause_participant,Uma called Theo because he was worried.,"Because Theo was worried, Uma called him.","Because Uma was worried, she called Theo.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_0_019,cause_style_0,cause,test_entity,dev,test,Victor,Uma,call,cause_participant,Victor called Uma because she was worried.,"Because Uma was worried, Victor called her.","Because Victor was worried, he called Uma.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_000,cause_style_1,cause,dev,dev,dev,Ava,Farid,call,cause_participant,Ava called Farid since he was worried.,"Since Farid was worried, Ava called him.","Since Ava was worried, she called Farid.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_001,cause_style_1,cause,dev,dev,dev,Ben,Grace,call,cause_participant,Ben called Grace since she was worried.,"Since Grace was worried, Ben called her.","Since Ben was worried, he called Grace.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_002,cause_style_1,cause,dev,dev,dev,Clara,Hugo,call,cause_participant,Clara called Hugo since he was worried.,"Since Hugo was worried, Clara called him.","Since Clara was worried, she called Hugo.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_003,cause_style_1,cause,dev,dev,dev,Diego,Inez,call,cause_participant,Diego called Inez since she was worried.,"Since Inez was worried, Diego called her.","Since Diego was worried, he called Inez.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_004,cause_style_1,cause,dev,dev,dev,Elena,Jonah,call,cause_participant,Elena called Jonah since he was worried.,"Since Jonah was worried, Elena called him.","Since Elena was worried, she called Jonah.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_005,cause_style_1,cause,dev,dev,dev,Farid,Keira,call,cause_participant,Farid called Keira since she was worried.,"Since Keira was worried, Farid called her.","Since Farid was worried, he called Keira.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_006,cause_style_1,cause,dev,dev,dev,Grace,Liam,call,cause_participant,Grace called Liam since he was worried.,"Since Liam was worried, Grace called him.","Since Grace was worried, she called Liam.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_007,cause_style_1,cause,dev,dev,dev,Hugo,Maya,call,cause_participant,Hugo called Maya since she was worried.,"Since Maya was worried, Hugo called her.","Since Hugo was worried, he called Maya.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_008,cause_style_1,cause,dev,dev,dev,Inez,Noah,call,cause_participant,Inez called Noah since he was worried.,"Since Noah was worried, Inez called him.","Since Inez was worried, she called Noah.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_009,cause_style_1,cause,dev,dev,dev,Jonah,Ava,call,cause_participant,Jonah called Ava since she was worried.,"Since Ava was worried, Jonah called her.","Since Jonah was worried, he called Ava.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_010,cause_style_1,cause,dev,dev,dev,Keira,Ben,call,cause_participant,Keira called Ben since he was worried.,"Since Ben was worried, Keira called him.","Since Keira was worried, she called Ben.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_011,cause_style_1,cause,dev,dev,dev,Liam,Clara,call,cause_participant,Liam called Clara since she was worried.,"Since Clara was worried, Liam called her.","Since Liam was worried, he called Clara.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_012,cause_style_1,cause,dev,dev,dev,Maya,Diego,call,cause_participant,Maya called Diego since he was worried.,"Since Diego was worried, Maya called him.","Since Maya was worried, she called Diego.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_013,cause_style_1,cause,dev,dev,dev,Noah,Elena,call,cause_participant,Noah called Elena since she was worried.,"Since Elena was worried, Noah called her.","Since Noah was worried, he called Elena.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_014,cause_style_1,cause,test_entity,dev,test,Priya,Victor,call,cause_participant,Priya called Victor since he was worried.,"Since Victor was worried, Priya called him.","Since Priya was worried, she called Victor.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_015,cause_style_1,cause,test_entity,dev,test,Owen,Priya,call,cause_participant,Owen called Priya since she was worried.,"Since Priya was worried, Owen called her.","Since Owen was worried, he called Priya.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_016,cause_style_1,cause,test_entity,dev,test,Rosa,Owen,call,cause_participant,Rosa called Owen since he was worried.,"Since Owen was worried, Rosa called him.","Since Rosa was worried, she called Owen.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_017,cause_style_1,cause,test_entity,dev,test,Theo,Rosa,call,cause_participant,Theo called Rosa since she was worried.,"Since Rosa was worried, Theo called her.","Since Theo was worried, he called Rosa.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_018,cause_style_1,cause,test_entity,dev,test,Uma,Theo,call,cause_participant,Uma called Theo since he was worried.,"Since Theo was worried, Uma called him.","Since Uma was worried, she called Theo.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_1_019,cause_style_1,cause,test_entity,dev,test,Victor,Uma,call,cause_participant,Victor called Uma since she was worried.,"Since Uma was worried, Victor called her.","Since Victor was worried, he called Uma.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_000,cause_style_2,cause,test_template,test,dev,Ava,Farid,call,cause_participant,Ava called Farid when he was worried.,"When Farid was worried, Ava called him.","When Ava was worried, she called Farid.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_001,cause_style_2,cause,test_template,test,dev,Ben,Grace,call,cause_participant,Ben called Grace when she was worried.,"When Grace was worried, Ben called her.","When Ben was worried, he called Grace.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_002,cause_style_2,cause,test_template,test,dev,Clara,Hugo,call,cause_participant,Clara called Hugo when he was worried.,"When Hugo was worried, Clara called him.","When Clara was worried, she called Hugo.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_003,cause_style_2,cause,test_template,test,dev,Diego,Inez,call,cause_participant,Diego called Inez when she was worried.,"When Inez was worried, Diego called her.","When Diego was worried, he called Inez.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_004,cause_style_2,cause,test_template,test,dev,Elena,Jonah,call,cause_participant,Elena called Jonah when he was worried.,"When Jonah was worried, Elena called him.","When Elena was worried, she called Jonah.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_005,cause_style_2,cause,test_template,test,dev,Farid,Keira,call,cause_participant,Farid called Keira when she was worried.,"When Keira was worried, Farid called her.","When Farid was worried, he called Keira.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_006,cause_style_2,cause,test_template,test,dev,Grace,Liam,call,cause_participant,Grace called Liam when he was worried.,"When Liam was worried, Grace called him.","When Grace was worried, she called Liam.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_007,cause_style_2,cause,test_template,test,dev,Hugo,Maya,call,cause_participant,Hugo called Maya when she was worried.,"When Maya was worried, Hugo called her.","When Hugo was worried, he called Maya.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_008,cause_style_2,cause,test_template,test,dev,Inez,Noah,call,cause_participant,Inez called Noah when he was worried.,"When Noah was worried, Inez called him.","When Inez was worried, she called Noah.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_009,cause_style_2,cause,test_template,test,dev,Jonah,Ava,call,cause_participant,Jonah called Ava when she was worried.,"When Ava was worried, Jonah called her.","When Jonah was worried, he called Ava.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_010,cause_style_2,cause,test_template,test,dev,Keira,Ben,call,cause_participant,Keira called Ben when he was worried.,"When Ben was worried, Keira called him.","When Keira was worried, she called Ben.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_011,cause_style_2,cause,test_template,test,dev,Liam,Clara,call,cause_participant,Liam called Clara when she was worried.,"When Clara was worried, Liam called her.","When Liam was worried, he called Clara.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_012,cause_style_2,cause,test_template,test,dev,Maya,Diego,call,cause_participant,Maya called Diego when he was worried.,"When Diego was worried, Maya called him.","When Maya was worried, she called Diego.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_013,cause_style_2,cause,test_template,test,dev,Noah,Elena,call,cause_participant,Noah called Elena when she was worried.,"When Elena was worried, Noah called her.","When Noah was worried, he called Elena.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_014,cause_style_2,cause,test_both,test,test,Priya,Victor,call,cause_participant,Priya called Victor when he was worried.,"When Victor was worried, Priya called him.","When Priya was worried, she called Victor.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_015,cause_style_2,cause,test_both,test,test,Owen,Priya,call,cause_participant,Owen called Priya when she was worried.,"When Priya was worried, Owen called her.","When Owen was worried, he called Priya.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_016,cause_style_2,cause,test_both,test,test,Rosa,Owen,call,cause_participant,Rosa called Owen when he was worried.,"When Owen was worried, Rosa called him.","When Rosa was worried, she called Owen.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_017,cause_style_2,cause,test_both,test,test,Theo,Rosa,call,cause_participant,Theo called Rosa when she was worried.,"When Rosa was worried, Theo called her.","When Theo was worried, he called Rosa.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_018,cause_style_2,cause,test_both,test,test,Uma,Theo,call,cause_participant,Uma called Theo when he was worried.,"When Theo was worried, Uma called him.","When Uma was worried, she called Theo.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
cause_style_2_019,cause_style_2,cause,test_both,test,test,Victor,Uma,call,cause_participant,Victor called Uma when she was worried.,"When Uma was worried, Victor called her.","When Victor was worried, he called Uma.",0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.75,0.8571428571428571,0.2,0.0,0.1428571428571429,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal_style_0_000,temporal_style_0,temporal,dev,dev,dev,Ava,Farid,clean,temporal_relation,Ava cleaned the spill after the alarm rang.,"Once the alarm rang, Ava cleaned the spill.","Before the alarm rang, Ava cleaned the spill.",0.75,0.875,0.5555555555555556,0.0,0.0,8.0,0.0,0.75,0.875,0.5555555555555556,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal_style_0_001,temporal_style_0,temporal,dev,dev,dev,Ben,Grace,clean,temporal_relation,Ben cleaned the spill after the alarm rang.,"Once the alarm rang, Ben cleaned the spill.","Before the alarm rang, Ben cleaned the spill.",0.75,0.875,0.5555555555555556,0.0,0.0,8.0,0.0,0.75,0.875,0.5555555555555556,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal_style_0_002,temporal_style_0,temporal,dev,dev,dev,Clara,Hugo,clean,temporal_relation,Clara cleaned the spill after the alarm rang.,"Once the alarm rang, Clara cleaned the spill.","Before the alarm rang, Clara cleaned the spill.",0.75,0.875,0.5555555555555556,0.0,0.0,8.0,0.0,0.75,0.875,0.5555555555555556,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
temporal_style_0_003,temporal_style_0,temporal,dev,dev,dev,Diego,Inez,clean,temporal_relation,Diego cleaned the spill after the alarm rang.,"Once the alarm rang, Diego cleaned the spill.","Before the alarm rang, Diego cleaned the spill.",0.75,0.875,0.5555555555555556,0.0,0.0,8.0,0.0,0.75,0.875,0.5555555555555556,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
