sentence_id,triple_id,variant,text,manipulation,template_id,split,template_split,entity_split,semantic_agent,semantic_recipient,event_lemma,event_state,cause_holder_role,causal_relation,role_assignment,polarity,temporal_relation,agent_identity_eligible,recipient_identity_eligible,role_assignment_eligible,event_state_eligible,cause_holder_role_eligible,causal_relation_eligible,polarity_eligible,temporal_relation_eligible
cause_style_0_001__base,cause_style_0_001,base,Ben called Grace because she was worried.,cause,cause_style_0,dev,dev,dev,Ben,Grace,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_001__paraphrase,cause_style_0_001,paraphrase,"Because Grace was worried, Ben called her.",cause,cause_style_0,dev,dev,dev,Ben,Grace,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_001__counterfactual,cause_style_0_001,counterfactual,"Because Ben was worried, he called Grace.",cause,cause_style_0,dev,dev,dev,Ben,Grace,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_002__base,cause_style_0_002,base,Clara called Hugo because he was worried.,cause,cause_style_0,dev,dev,dev,Clara,Hugo,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_002__paraphrase,cause_style_0_002,paraphrase,"Because Hugo was worried, Clara called him.",cause,cause_style_0,dev,dev,dev,Clara,Hugo,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_002__counterfactual,cause_style_0_002,counterfactual,"Because Clara was worried, she called Hugo.",cause,cause_style_0,dev,dev,dev,Clara,Hugo,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_003__base,cause_style_0_003,base,Diego called Inez because she was worried.,cause,cause_style_0,dev,dev,dev,Diego,Inez,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_003__paraphrase,cause_style_0_003,paraphrase,"Because Inez was worried, Diego called her.",cause,cause_style_0,dev,dev,dev,Diego,Inez,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_003__counterfactual,cause_style_0_003,counterfactual,"Because Diego was worried, he called Inez.",cause,cause_style_0,dev,dev,dev,Diego,Inez,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_004__base,cause_style_0_004,base,Elena called Jonah because he was worried.,cause,cause_style_0,dev,dev,dev,Elena,Jonah,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_004__paraphrase,cause_style_0_004,paraphrase,"Because Jonah was worried, Elena called him.",cause,cause_style_0,dev,dev,dev,Elena,Jonah,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_004__counterfactual,cause_style_0_004,counterfactual,"Because Elena was worried, she called Jonah.",cause,cause_style_0,dev,dev,dev,Elena,Jonah,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_005__base,cause_style_0_005,base,Farid called Keira because she was worried.,cause,cause_style_0,dev,dev,dev,Farid,Keira,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_005__paraphrase,cause_style_0_005,paraphrase,"Because Keira was worried, Farid called her.",cause,cause_style_0,dev,dev,dev,Farid,Keira,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_005__counterfactual,cause_style_0_005,counterfactual,"Because Farid was worried, he called Keira.",cause,cause_style_0,dev,dev,dev,Farid,Keira,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_006__base,cause_style_0_006,base,Grace called Liam because he was worried.,cause,cause_style_0,dev,dev,dev,Grace,Liam,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_006__paraphrase,cause_style_0_006,paraphrase,"Because Liam was worried, Grace called him.",cause,cause_style_0,dev,dev,dev,Grace,Liam,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_006__counterfactual,cause_style_0_006,counterfactual,"Because Grace was worried, she called Liam.",cause,cause_style_0,dev,dev,dev,Grace,Liam,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_007__base,cause_style_0_007,base,Hugo called Maya because she was worried.,cause,cause_style_0,dev,dev,dev,Hugo,Maya,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_007__paraphrase,cause_style_0_007,paraphrase,"Because Maya was worried, Hugo called her.",cause,cause_style_0,dev,dev,dev,Hugo,Maya,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_007__counterfactual,cause_style_0_007,counterfactual,"Because Hugo was worried, he called Maya.",cause,cause_style_0,dev,dev,dev,Hugo,Maya,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_008__base,cause_style_0_008,base,Inez called Noah because he was worried.,cause,cause_style_0,dev,dev,dev,Inez,Noah,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_008__paraphrase,cause_style_0_008,paraphrase,"Because Noah was worried, Inez called him.",cause,cause_style_0,dev,dev,dev,Inez,Noah,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_008__counterfactual,cause_style_0_008,counterfactual,"Because Inez was worried, she called Noah.",cause,cause_style_0,dev,dev,dev,Inez,Noah,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_009__base,cause_style_0_009,base,Jonah called Ava because she was worried.,cause,cause_style_0,dev,dev,dev,Jonah,Ava,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_009__paraphrase,cause_style_0_009,paraphrase,"Because Ava was worried, Jonah called her.",cause,cause_style_0,dev,dev,dev,Jonah,Ava,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_009__counterfactual,cause_style_0_009,counterfactual,"Because Jonah was worried, he called Ava.",cause,cause_style_0,dev,dev,dev,Jonah,Ava,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_010__base,cause_style_0_010,base,Keira called Ben because he was worried.,cause,cause_style_0,dev,dev,dev,Keira,Ben,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_010__paraphrase,cause_style_0_010,paraphrase,"Because Ben was worried, Keira called him.",cause,cause_style_0,dev,dev,dev,Keira,Ben,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_010__counterfactual,cause_style_0_010,counterfactual,"Because Keira was worried, she called Ben.",cause,cause_style_0,dev,dev,dev,Keira,Ben,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_011__base,cause_style_0_011,base,Liam called Clara because she was worried.,cause,cause_style_0,dev,dev,dev,Liam,Clara,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_011__paraphrase,cause_style_0_011,paraphrase,"Because Clara was worried, Liam called her.",cause,cause_style_0,dev,dev,dev,Liam,Clara,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_011__counterfactual,cause_style_0_011,counterfactual,"Because Liam was worried, he called Clara.",cause,cause_style_0,dev,dev,dev,Liam,Clara,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_012__base,cause_style_0_012,base,Maya called Diego because he was worried.,cause,cause_style_0,dev,dev,dev,Maya,Diego,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_012__paraphrase,cause_style_0_012,paraphrase,"Because Diego was worried, Maya called him.",cause,cause_style_0,dev,dev,dev,Maya,Diego,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_012__counterfactual,cause_style_0_012,counterfactual,"Because Maya was worried, she called Diego.",cause,cause_style_0,dev,dev,dev,Maya,Diego,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_013__base,cause_style_0_013,base,Noah called Elena because she was worried.,cause,cause_style_0,dev,dev,dev,Noah,Elena,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_013__paraphrase,cause_style_0_013,paraphrase,"Because Elena was worried, Noah called her.",cause,cause_style_0,dev,dev,dev,Noah,Elena,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_013__counterfactual,cause_style_0_013,counterfactual,"Because Noah was worried, he called Elena.",cause,cause_style_0,dev,dev,dev,Noah,Elena,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_0_014__base,cause_style_0_014,base,Priya called Victor because he was worried.,cause,cause_style_0,test_entity,dev,test,Priya,Victor,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_014__paraphrase,cause_style_0_014,paraphrase,"Because Victor was worried, Priya called him.",cause,cause_style_0,test_entity,dev,test,Priya,Victor,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_014__counterfactual,cause_style_0_014,counterfactual,"Because Priya was worried, she called Victor.",cause,cause_style_0,test_entity,dev,test,Priya,Victor,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_015__base,cause_style_0_015,base,Owen called Priya because she was worried.,cause,cause_style_0,test_entity,dev,test,Owen,Priya,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_015__paraphrase,cause_style_0_015,paraphrase,"Because Priya was worried, Owen called her.",cause,cause_style_0,test_entity,dev,test,Owen,Priya,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_015__counterfactual,cause_style_0_015,counterfactual,"Because Owen was worried, he called Priya.",cause,cause_style_0,test_entity,dev,test,Owen,Priya,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_016__base,cause_style_0_016,base,Rosa called Owen because he was worried.,cause,cause_style_0,test_entity,dev,test,Rosa,Owen,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_016__paraphrase,cause_style_0_016,paraphrase,"Because Owen was worried, Rosa called him.",cause,cause_style_0,test_entity,dev,test,Rosa,Owen,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_016__counterfactual,cause_style_0_016,counterfactual,"Because Rosa was worried, she called Owen.",cause,cause_style_0,test_entity,dev,test,Rosa,Owen,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_017__base,cause_style_0_017,base,Theo called Rosa because she was worried.,cause,cause_style_0,test_entity,dev,test,Theo,Rosa,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_017__paraphrase,cause_style_0_017,paraphrase,"Because Rosa was worried, Theo called her.",cause,cause_style_0,test_entity,dev,test,Theo,Rosa,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_017__counterfactual,cause_style_0_017,counterfactual,"Because Theo was worried, he called Rosa.",cause,cause_style_0,test_entity,dev,test,Theo,Rosa,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_018__base,cause_style_0_018,base,Uma called Theo because he was worried.,cause,cause_style_0,test_entity,dev,test,Uma,Theo,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_018__paraphrase,cause_style_0_018,paraphrase,"Because Theo was worried, Uma called him.",cause,cause_style_0,test_entity,dev,test,Uma,Theo,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_018__counterfactual,cause_style_0_018,counterfactual,"Because Uma was worried, she called Theo.",cause,cause_style_0,test_entity,dev,test,Uma,Theo,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_019__base,cause_style_0_019,base,Victor called Uma because she was worried.,cause,cause_style_0,test_entity,dev,test,Victor,Uma,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_019__paraphrase,cause_style_0_019,paraphrase,"Because Uma was worried, Victor called her.",cause,cause_style_0,test_entity,dev,test,Victor,Uma,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_0_019__counterfactual,cause_style_0_019,counterfactual,"Because Victor was worried, he called Uma.",cause,cause_style_0,test_entity,dev,test,Victor,Uma,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_000__base,cause_style_1_000,base,Ava called Farid since he was worried.,cause,cause_style_1,dev,dev,dev,Ava,Farid,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_000__paraphrase,cause_style_1_000,paraphrase,"Since Farid was worried, Ava called him.",cause,cause_style_1,dev,dev,dev,Ava,Farid,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_000__counterfactual,cause_style_1_000,counterfactual,"Since Ava was worried, she called Farid.",cause,cause_style_1,dev,dev,dev,Ava,Farid,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_001__base,cause_style_1_001,base,Ben called Grace since she was worried.,cause,cause_style_1,dev,dev,dev,Ben,Grace,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_001__paraphrase,cause_style_1_001,paraphrase,"Since Grace was worried, Ben called her.",cause,cause_style_1,dev,dev,dev,Ben,Grace,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_001__counterfactual,cause_style_1_001,counterfactual,"Since Ben was worried, he called Grace.",cause,cause_style_1,dev,dev,dev,Ben,Grace,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_002__base,cause_style_1_002,base,Clara called Hugo since he was worried.,cause,cause_style_1,dev,dev,dev,Clara,Hugo,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_002__paraphrase,cause_style_1_002,paraphrase,"Since Hugo was worried, Clara called him.",cause,cause_style_1,dev,dev,dev,Clara,Hugo,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_002__counterfactual,cause_style_1_002,counterfactual,"Since Clara was worried, she called Hugo.",cause,cause_style_1,dev,dev,dev,Clara,Hugo,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_003__base,cause_style_1_003,base,Diego called Inez since she was worried.,cause,cause_style_1,dev,dev,dev,Diego,Inez,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_003__paraphrase,cause_style_1_003,paraphrase,"Since Inez was worried, Diego called her.",cause,cause_style_1,dev,dev,dev,Diego,Inez,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_003__counterfactual,cause_style_1_003,counterfactual,"Since Diego was worried, he called Inez.",cause,cause_style_1,dev,dev,dev,Diego,Inez,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_004__base,cause_style_1_004,base,Elena called Jonah since he was worried.,cause,cause_style_1,dev,dev,dev,Elena,Jonah,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_004__paraphrase,cause_style_1_004,paraphrase,"Since Jonah was worried, Elena called him.",cause,cause_style_1,dev,dev,dev,Elena,Jonah,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_004__counterfactual,cause_style_1_004,counterfactual,"Since Elena was worried, she called Jonah.",cause,cause_style_1,dev,dev,dev,Elena,Jonah,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_005__base,cause_style_1_005,base,Farid called Keira since she was worried.,cause,cause_style_1,dev,dev,dev,Farid,Keira,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_005__paraphrase,cause_style_1_005,paraphrase,"Since Keira was worried, Farid called her.",cause,cause_style_1,dev,dev,dev,Farid,Keira,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_005__counterfactual,cause_style_1_005,counterfactual,"Since Farid was worried, he called Keira.",cause,cause_style_1,dev,dev,dev,Farid,Keira,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_006__base,cause_style_1_006,base,Grace called Liam since he was worried.,cause,cause_style_1,dev,dev,dev,Grace,Liam,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_006__paraphrase,cause_style_1_006,paraphrase,"Since Liam was worried, Grace called him.",cause,cause_style_1,dev,dev,dev,Grace,Liam,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_006__counterfactual,cause_style_1_006,counterfactual,"Since Grace was worried, she called Liam.",cause,cause_style_1,dev,dev,dev,Grace,Liam,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_007__base,cause_style_1_007,base,Hugo called Maya since she was worried.,cause,cause_style_1,dev,dev,dev,Hugo,Maya,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_007__paraphrase,cause_style_1_007,paraphrase,"Since Maya was worried, Hugo called her.",cause,cause_style_1,dev,dev,dev,Hugo,Maya,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_007__counterfactual,cause_style_1_007,counterfactual,"Since Hugo was worried, he called Maya.",cause,cause_style_1,dev,dev,dev,Hugo,Maya,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_008__base,cause_style_1_008,base,Inez called Noah since he was worried.,cause,cause_style_1,dev,dev,dev,Inez,Noah,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_008__paraphrase,cause_style_1_008,paraphrase,"Since Noah was worried, Inez called him.",cause,cause_style_1,dev,dev,dev,Inez,Noah,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_008__counterfactual,cause_style_1_008,counterfactual,"Since Inez was worried, she called Noah.",cause,cause_style_1,dev,dev,dev,Inez,Noah,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_009__base,cause_style_1_009,base,Jonah called Ava since she was worried.,cause,cause_style_1,dev,dev,dev,Jonah,Ava,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_009__paraphrase,cause_style_1_009,paraphrase,"Since Ava was worried, Jonah called her.",cause,cause_style_1,dev,dev,dev,Jonah,Ava,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_009__counterfactual,cause_style_1_009,counterfactual,"Since Jonah was worried, he called Ava.",cause,cause_style_1,dev,dev,dev,Jonah,Ava,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_010__base,cause_style_1_010,base,Keira called Ben since he was worried.,cause,cause_style_1,dev,dev,dev,Keira,Ben,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_010__paraphrase,cause_style_1_010,paraphrase,"Since Ben was worried, Keira called him.",cause,cause_style_1,dev,dev,dev,Keira,Ben,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_010__counterfactual,cause_style_1_010,counterfactual,"Since Keira was worried, she called Ben.",cause,cause_style_1,dev,dev,dev,Keira,Ben,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_011__base,cause_style_1_011,base,Liam called Clara since she was worried.,cause,cause_style_1,dev,dev,dev,Liam,Clara,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_011__paraphrase,cause_style_1_011,paraphrase,"Since Clara was worried, Liam called her.",cause,cause_style_1,dev,dev,dev,Liam,Clara,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_011__counterfactual,cause_style_1_011,counterfactual,"Since Liam was worried, he called Clara.",cause,cause_style_1,dev,dev,dev,Liam,Clara,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_012__base,cause_style_1_012,base,Maya called Diego since he was worried.,cause,cause_style_1,dev,dev,dev,Maya,Diego,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_012__paraphrase,cause_style_1_012,paraphrase,"Since Diego was worried, Maya called him.",cause,cause_style_1,dev,dev,dev,Maya,Diego,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_012__counterfactual,cause_style_1_012,counterfactual,"Since Maya was worried, she called Diego.",cause,cause_style_1,dev,dev,dev,Maya,Diego,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_013__base,cause_style_1_013,base,Noah called Elena since she was worried.,cause,cause_style_1,dev,dev,dev,Noah,Elena,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_013__paraphrase,cause_style_1_013,paraphrase,"Since Elena was worried, Noah called her.",cause,cause_style_1,dev,dev,dev,Noah,Elena,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_013__counterfactual,cause_style_1_013,counterfactual,"Since Noah was worried, he called Elena.",cause,cause_style_1,dev,dev,dev,Noah,Elena,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_1_014__base,cause_style_1_014,base,Priya called Victor since he was worried.,cause,cause_style_1,test_entity,dev,test,Priya,Victor,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_014__paraphrase,cause_style_1_014,paraphrase,"Since Victor was worried, Priya called him.",cause,cause_style_1,test_entity,dev,test,Priya,Victor,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_014__counterfactual,cause_style_1_014,counterfactual,"Since Priya was worried, she called Victor.",cause,cause_style_1,test_entity,dev,test,Priya,Victor,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_015__base,cause_style_1_015,base,Owen called Priya since she was worried.,cause,cause_style_1,test_entity,dev,test,Owen,Priya,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_015__paraphrase,cause_style_1_015,paraphrase,"Since Priya was worried, Owen called her.",cause,cause_style_1,test_entity,dev,test,Owen,Priya,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_015__counterfactual,cause_style_1_015,counterfactual,"Since Owen was worried, he called Priya.",cause,cause_style_1,test_entity,dev,test,Owen,Priya,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_016__base,cause_style_1_016,base,Rosa called Owen since he was worried.,cause,cause_style_1,test_entity,dev,test,Rosa,Owen,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_016__paraphrase,cause_style_1_016,paraphrase,"Since Owen was worried, Rosa called him.",cause,cause_style_1,test_entity,dev,test,Rosa,Owen,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_016__counterfactual,cause_style_1_016,counterfactual,"Since Rosa was worried, she called Owen.",cause,cause_style_1,test_entity,dev,test,Rosa,Owen,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_017__base,cause_style_1_017,base,Theo called Rosa since she was worried.,cause,cause_style_1,test_entity,dev,test,Theo,Rosa,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_017__paraphrase,cause_style_1_017,paraphrase,"Since Rosa was worried, Theo called her.",cause,cause_style_1,test_entity,dev,test,Theo,Rosa,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_017__counterfactual,cause_style_1_017,counterfactual,"Since Theo was worried, he called Rosa.",cause,cause_style_1,test_entity,dev,test,Theo,Rosa,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_018__base,cause_style_1_018,base,Uma called Theo since he was worried.,cause,cause_style_1,test_entity,dev,test,Uma,Theo,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_018__paraphrase,cause_style_1_018,paraphrase,"Since Theo was worried, Uma called him.",cause,cause_style_1,test_entity,dev,test,Uma,Theo,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_018__counterfactual,cause_style_1_018,counterfactual,"Since Uma was worried, she called Theo.",cause,cause_style_1,test_entity,dev,test,Uma,Theo,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_019__base,cause_style_1_019,base,Victor called Uma since she was worried.,cause,cause_style_1,test_entity,dev,test,Victor,Uma,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_019__paraphrase,cause_style_1_019,paraphrase,"Since Uma was worried, Victor called her.",cause,cause_style_1,test_entity,dev,test,Victor,Uma,call,,recipient,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_1_019__counterfactual,cause_style_1_019,counterfactual,"Since Victor was worried, he called Uma.",cause,cause_style_1,test_entity,dev,test,Victor,Uma,call,,agent,causal,preserved,,,False,False,False,False,True,False,False,False
cause_style_2_000__base,cause_style_2_000,base,Ava called Farid when he was worried.,cause,cause_style_2,test_template,test,dev,Ava,Farid,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_000__paraphrase,cause_style_2_000,paraphrase,"When Farid was worried, Ava called him.",cause,cause_style_2,test_template,test,dev,Ava,Farid,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_000__counterfactual,cause_style_2_000,counterfactual,"When Ava was worried, she called Farid.",cause,cause_style_2,test_template,test,dev,Ava,Farid,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_001__base,cause_style_2_001,base,Ben called Grace when she was worried.,cause,cause_style_2,test_template,test,dev,Ben,Grace,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_001__paraphrase,cause_style_2_001,paraphrase,"When Grace was worried, Ben called her.",cause,cause_style_2,test_template,test,dev,Ben,Grace,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_001__counterfactual,cause_style_2_001,counterfactual,"When Ben was worried, he called Grace.",cause,cause_style_2,test_template,test,dev,Ben,Grace,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_002__base,cause_style_2_002,base,Clara called Hugo when he was worried.,cause,cause_style_2,test_template,test,dev,Clara,Hugo,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_002__paraphrase,cause_style_2_002,paraphrase,"When Hugo was worried, Clara called him.",cause,cause_style_2,test_template,test,dev,Clara,Hugo,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_002__counterfactual,cause_style_2_002,counterfactual,"When Clara was worried, she called Hugo.",cause,cause_style_2,test_template,test,dev,Clara,Hugo,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_003__base,cause_style_2_003,base,Diego called Inez when she was worried.,cause,cause_style_2,test_template,test,dev,Diego,Inez,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_003__paraphrase,cause_style_2_003,paraphrase,"When Inez was worried, Diego called her.",cause,cause_style_2,test_template,test,dev,Diego,Inez,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_003__counterfactual,cause_style_2_003,counterfactual,"When Diego was worried, he called Inez.",cause,cause_style_2,test_template,test,dev,Diego,Inez,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_004__base,cause_style_2_004,base,Elena called Jonah when he was worried.,cause,cause_style_2,test_template,test,dev,Elena,Jonah,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_004__paraphrase,cause_style_2_004,paraphrase,"When Jonah was worried, Elena called him.",cause,cause_style_2,test_template,test,dev,Elena,Jonah,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_004__counterfactual,cause_style_2_004,counterfactual,"When Elena was worried, she called Jonah.",cause,cause_style_2,test_template,test,dev,Elena,Jonah,call,,agent,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_005__base,cause_style_2_005,base,Farid called Keira when she was worried.,cause,cause_style_2,test_template,test,dev,Farid,Keira,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
cause_style_2_005__paraphrase,cause_style_2_005,paraphrase,"When Keira was worried, Farid called her.",cause,cause_style_2,test_template,test,dev,Farid,Keira,call,,recipient,causal,preserved,,,True,True,False,False,True,False,False,False
